"V1","V2","V3","V4","V5"
-3.17820227092403,0.638382882131772,-1.21224037287284,-1.08048661536715,0.0657137207569736
1.2176987955699,-0.681652178799778,0.196443121775464,0.566258124461564,0.276282670363004
-0.642102184277187,0.0177646636632972,-2.10464591951488,0.334145420739058,0.892145518508541
-0.10924774751769,0.723934332402702,1.55520773927629,2.65496706529124,0.292561082364558
1.54306159648924,1.60191886740436,0.129328193737282,-2.33924188700047,0.972250028551561
-0.442409240207742,-0.575506100903404,0.0763474027760754,-1.66297978634576,-1.24168831758869
-1.04855815429481,2.99431292051986,-0.748280498458985,-0.495466016463623,0.176932059860004
-0.571055196009252,-0.577103933864341,-1.33911046139967,0.874718061916078,0.797467601374652
0.629126491865,0.49715659853339,1.31765323857644,0.914990392001754,-0.494513205729961
-0.62977357671956,-1.18019132506776,0.839238028225606,0.59500780282564,1.68878867249651
0.840590269045433,1.29621077995652,1.39763746369465,-0.741109992375503,0.982850938680975
-0.619629249318287,-2.18595409467048,0.308959480182058,0.530388915183515,0.678629913510404
0.758607010691582,-0.41129084839913,2.43586738684531,-0.993820034465521,0.732136654984857
0.139370029825914,1.87881800081738,1.27792070534242,-0.107945103441915,-1.33402111451572
0.564570109972787,0.497272562598648,0.940067790695966,0.579693370406403,-0.776842062184501
-0.897154785968778,1.30584368251576,-0.697377570528042,1.33214769441067,-0.103869402733742
0.513022803531601,0.283322328529455,-1.01076001137664,0.853775526743824,0.25494953303267
-0.234182062457274,1.84275166990188,-1.32646534472646,1.05554750190702,2.39828847157393
-1.56901937082691,0.746020277617539,0.60252649701453,-0.146999630674319,0.667177217929393
-1.41696708825264,0.379167030201372,-0.0767300093241213,-1.73746747768914,-1.01971596046207
-2.47572625793054,0.362578045284927,1.36907043350318,-1.07842036524417,0.814396304524193
-1.49369586051842,-0.497513109005492,-1.39452400790485,0.272861186372953,0.141759052727778
-1.08193628225183,1.00157672193899,1.10914056251668,-1.74639384353253,1.23625602857919
0.000634285687375025,0.111321976410356,-0.61519310028866,-0.181354177266812,-1.08473591601727
0.59361812447007,1.51581757084304,-1.87475320815834,0.706198397831153,-0.301265710089339
0.0759506775311007,0.445017305236504,0.738689209535526,-1.05789944640069,-0.134456346940793
-0.102126404044657,0.196189127016407,1.0011930864096,1.16418421521987,1.31602438094521
-1.36952626145523,2.22904968103892,0.547275278313387,1.04403515104933,-2.21694900958093
-1.22780263468438,-0.889715302015918,0.633722667856955,2.30351388386055,1.78495174372286
2.37582195205887,0.0068420369886142,-0.167621113974128,2.2441257297801,-1.32930806398901
0.500723514998135,-0.553886021915996,-0.487568260451393,1.17277165099586,0.258752112398952
1.43736445108907,0.297397748813178,-1.716377502253,-0.6650974680355,-1.04753641933635
0.799825016346319,-0.691382101667682,-0.335431146688934,0.392916693014314,-1.42444556372726
0.328055954542476,1.60310843465845,-1.02756565910437,0.0550330393599844,1.59425865861054
0.440019027059183,-0.966281697630844,0.00320522528853002,-0.125453367401519,-0.430656828076156
0.431012615593082,0.390354060018133,1.56491477676291,1.43733634150448,0.385947980976249
1.92000462440884,-0.199164716732097,1.50328515373944,-0.389270584410812,-1.04999306911057
0.443878604094287,0.234566160237489,-2.72866834005074,-1.135116002576,-0.467006846316564
-0.424735665982081,-0.21482533446862,0.465402274196761,0.801535509737794,1.12683615521359
-1.2478705019233,0.26851540112965,2.18338186247483,0.481059584283709,-1.29152099982339
1.09529572652454,-0.744669061818175,-1.91352783597436,-0.22855867873985,1.40639586923877
0.877632588888956,-0.457106339506022,0.307902024394933,-0.0165595474575888,-0.155154111301311
-0.0395902431893271,0.437516110429678,0.54940994115544,1.75092845446592,1.88566929992064
0.918394336861993,-0.499161524469633,-0.220352165552837,0.730567068355165,-0.0319214074164972
1.40329227235235,1.44513992964557,0.234836565215334,-1.83106710986502,-1.23634770065325
-0.576458825206463,0.184781748601669,0.75242459216958,0.826936467931371,1.4017936790944
